"Time,ETH_USD,ETH_USDT,ETH_USDC,BTC_USD,BTC_USDT,BTC_USDC,LTC_USD,LTC_USDT""20230419 10:01:23,1989.73,1990.27,1990.49,29217.8,29209.6,29233.1,95.15,95.14"
"20230419 10:47:51,1984.38,1983.68,1983.49,29274.4,29269.2,29280.7,95.49,95.41"
"20230419 10:48:02,1984.66,1984.0,1984.15,29274.4,29264.8,29275.0,95.4,95.33"
"20230419 10:48:13,1985.52,1984.64,1984.76,29274.9,29271.7,29282.6,95.47,95.41"
"20230419 10:48:25,1984.99,1984.12,1984.23,29274.9,29264.1,29275.4,95.43,95.36"
"20230419 10:48:36,1985.13,1984.63,1984.52,29274.9,29267.9,29279.8,95.49,95.41"
"20230419 10:48:47,1985.26,1984.7,1984.81,29271.8,29267.9,29278.5,95.54,95.48"
"20230419 10:48:58,1985.26,1984.42,1984.7,29271.8,29270.3,29278.4,95.54,95.48"
"20230419 10:49:09,1985.17,1984.97,1984.79,29271.8,29269.2,29276.0,95.55,95.5"
"20230419 10:49:21,1985.25,1984.55,1984.65,29271.8,29263.9,29276.0,95.56,95.5"
"20230419 10:49:33,1983.53,1982.82,1983.04,29256.0,29250.0,29261.1,95.47,95.41"
"20230419 10:49:44,1984.78,1983.96,1984.02,29256.0,29253.0,29265.0,95.47,95.43"
"20230419 10:49:55,1984.78,1984.0,1984.02,29258.6,29250.7,29265.0,95.44,95.39"
